big_ups_rpt.txt

This report shows that Mean-Reversion is comparatively weak
when stocks move sharply up.



dan@ub97hp_scikit ~/hr $ ./psql.bash -f big_ups_rpt.sql 
--
-- big_ups_rpt.sql
--
-- I use this script to study Mean-Reversion in the Stock Market.
-- Now I am ready to report.
\C 'Next day summary of stocks which upped 2% or more the day before:'
Title is "Next day summary of stocks which upped 2% or more the day before:".
SELECT 
tkr ticker
,COUNT(ydate) event_count
,MIN(ydate)   min_date
,MAX(ydate)   max_date
,ROUND(100*AVG(nlg1),3)    avg_day1_pct_up
,ROUND(100*AVG(ng),3)      avg_day1_pct_gain
FROM td12
WHERE nlg1 > 2.0/ 100.0
AND ydate > '2008-01-01'
AND ng IS NOT NULL
GROUP BY tkr ORDER BY AVG(ng)
;
          Next day summary of stocks which upped 2% or more the day before:
 ticker | event_count |  min_date  |  max_date  | avg_day1_pct_up | avg_day1_pct_gain 
 MON    |         194 | 2008-01-03 | 2013-11-08 |           3.820 |            -0.030
 LECO   |         209 | 2008-01-23 | 2014-01-14 |           3.640 |            -0.030
 MRVL   |         303 | 2008-01-09 | 2014-01-22 |           3.941 |            -0.030
 HAS    |         174 | 2008-01-10 | 2013-11-13 |           3.344 |            -0.027
 ABX    |         282 | 2008-01-02 | 2014-01-29 |           4.021 |            -0.026
 UTHR   |         190 | 2008-01-03 | 2014-01-21 |           3.417 |            -0.025
 ORLY   |         146 | 2008-01-22 | 2014-01-07 |           3.708 |            -0.025
 FCFS   |         248 | 2008-01-07 | 2013-12-18 |           3.866 |            -0.025
 HL     |         408 | 2008-01-02 | 2014-01-13 |           4.891 |            -0.023
 LEA    |         126 | 2009-11-11 | 2013-10-10 |           3.048 |            -0.023
 BNS    |         152 | 2008-01-10 | 2013-07-11 |           3.518 |            -0.022
 TEVA   |         120 | 2008-01-03 | 2014-01-21 |           3.085 |            -0.021
 CRI    |         227 | 2008-01-07 | 2013-09-18 |           3.787 |            -0.021
 MOS    |         318 | 2008-01-03 | 2014-01-15 |           4.211 |            -0.021
 CRM    |         289 | 2008-01-10 | 2014-01-30 |           4.058 |            -0.021
 PXD    |         349 | 2008-01-09 | 2014-01-30 |           3.964 |            -0.019
 SSYS   |         402 | 2008-01-02 | 2014-01-30 |           4.216 |            -0.019
 CELG   |         208 | 2008-01-03 | 2014-01-28 |           3.412 |            -0.018
 AXE    |         216 | 2008-01-23 | 2013-11-21 |           3.692 |            -0.016
 NSC    |         197 | 2008-01-22 | 2014-01-30 |           3.440 |            -0.014
 WTW    |         192 | 2008-01-07 | 2014-01-23 |           3.772 |            -0.014
 NUAN   |         263 | 2008-01-10 | 2014-01-22 |           4.017 |            -0.013
 JAZZ   |         357 | 2008-01-07 | 2014-01-30 |           5.877 |            -0.012
 BMY    |         121 | 2008-01-08 | 2014-01-28 |           3.269 |            -0.009
 EW     |         142 | 2008-02-25 | 2014-01-14 |           3.506 |            -0.008
 MHFI   |         202 | 2008-01-07 | 2014-01-30 |           3.849 |            -0.007
 RIG    |         263 | 2008-01-14 | 2014-01-27 |           3.812 |            -0.004
 TM     |         182 | 2008-01-09 | 2013-12-26 |           3.217 |            -0.003
 FMC    |         201 | 2008-01-14 | 2014-01-15 |           3.939 |            -0.003
 AAP    |         171 | 2008-01-07 | 2014-01-14 |           3.664 |            -0.003
 RLGY   |          50 | 2012-10-16 | 2014-01-28 |           3.143 |            -0.002
 JCP    |         338 | 2008-01-09 | 2014-01-22 |           4.079 |             0.001
 PM     |         100 | 2008-03-24 | 2013-10-10 |           3.140 |             0.001
 SAP    |         176 | 2008-01-14 | 2013-11-15 |           3.231 |             0.001
 IHS    |         151 | 2008-01-11 | 2014-01-07 |           3.513 |             0.001
 GOOG   |         156 | 2008-01-09 | 2014-01-30 |           3.509 |             0.001
 DLTR   |         182 | 2008-01-10 | 2013-10-01 |           3.527 |             0.002
 IBM    |         104 | 2008-01-14 | 2013-12-16 |           3.113 |             0.002
 N      |         336 | 2008-01-09 | 2014-01-30 |           4.595 |             0.003
 NEM    |         260 | 2008-01-02 | 2014-01-23 |           3.775 |             0.003
 NVDA   |         325 | 2008-01-08 | 2014-01-14 |           4.093 |             0.004
 BTU    |         354 | 2008-01-10 | 2014-01-28 |           4.479 |             0.006
 CDE    |         402 | 2008-01-08 | 2014-01-28 |           4.990 |             0.007
 LNN    |         312 | 2008-01-03 | 2013-12-18 |           4.431 |             0.007
 CATM   |         300 | 2008-01-18 | 2014-01-22 |           5.255 |             0.008
 GDXJ   |         224 | 2009-11-13 | 2014-01-29 |           3.556 |             0.010
 MNST   |         251 | 2008-01-08 | 2014-01-10 |           3.971 |             0.011
 MS     |         327 | 2008-01-09 | 2014-01-17 |           4.582 |             0.011
 PRGS   |         192 | 2008-02-13 | 2014-01-14 |           3.498 |             0.011
 WAT    |         163 | 2008-01-14 | 2014-01-28 |           3.439 |             0.013
 PAAS   |         356 | 2008-01-02 | 2014-01-29 |           4.121 |             0.014
 PLXS   |         295 | 2008-01-09 | 2014-01-21 |           3.917 |             0.015
 KBR    |         288 | 2008-01-03 | 2014-01-15 |           3.907 |             0.016
 MDT    |         114 | 2008-01-09 | 2013-12-18 |           3.084 |             0.017
 MA     |         221 | 2008-01-22 | 2014-01-30 |           3.724 |             0.020
 HIBB   |         262 | 2008-01-09 | 2013-12-20 |           3.861 |             0.022
 DB     |         318 | 2008-01-24 | 2014-01-15 |           4.300 |             0.025
 TQQQ   |         242 | 2010-02-16 | 2014-01-30 |           3.988 |             0.025
 UPS    |         112 | 2008-01-10 | 2013-10-28 |           3.390 |             0.026
 VAR    |         149 | 2008-01-07 | 2014-01-07 |           3.408 |             0.026
 HTWR   |         204 | 2008-07-08 | 2014-01-21 |           4.916 |             0.026
 JWN    |         249 | 2008-01-07 | 2013-11-13 |           4.144 |             0.027
 KRFT   |           8 | 2012-10-02 | 2013-06-13 |           3.172 |             0.027
 VECO   |         378 | 2008-01-14 | 2014-01-22 |           4.583 |             0.030
 DISH   |         252 | 2008-01-03 | 2014-01-22 |           3.813 |             0.030
 RIO    |         340 | 2008-01-03 | 2014-01-28 |           4.148 |             0.032
 PH     |         217 | 2008-01-14 | 2013-12-18 |           3.513 |             0.034
 GDX    |         292 | 2008-01-02 | 2014-01-29 |           3.829 |             0.039
 AMT    |         170 | 2008-01-10 | 2013-12-18 |           3.480 |             0.039
 DOW    |         247 | 2008-01-14 | 2014-01-29 |           3.953 |             0.040
 HAL    |         301 | 2008-01-02 | 2014-01-30 |           3.710 |             0.040
 ICUI   |         172 | 2008-01-09 | 2013-11-20 |           3.350 |             0.041
 XRAY   |         139 | 2008-01-07 | 2013-10-30 |           3.115 |             0.042
 VALE   |         293 | 2008-01-10 | 2014-01-29 |           4.060 |             0.043
 CLB    |         218 | 2008-01-03 | 2014-01-28 |           3.476 |             0.044
 APD    |         166 | 2008-01-14 | 2013-12-19 |           3.258 |             0.045
 FCX    |         324 | 2008-01-14 | 2013-10-24 |           4.246 |             0.045
 SCCO   |         308 | 2008-01-14 | 2013-12-18 |           4.104 |             0.045
 CCL    |         244 | 2008-01-22 | 2014-01-28 |           3.783 |             0.046
 STX    |         347 | 2008-01-09 | 2014-01-29 |           4.143 |             0.047
 RHT    |         236 | 2008-01-30 | 2014-01-30 |           3.956 |             0.049
 FLDM   |         118 | 2011-02-14 | 2014-01-30 |           3.885 |             0.049
 FAST   |         212 | 2008-01-14 | 2014-01-10 |           3.525 |             0.050
 APA    |         234 | 2008-01-02 | 2013-08-30 |           3.701 |             0.050
 MCD    |          70 | 2008-01-31 | 2013-01-02 |           3.014 |             0.051
 CTSH   |         242 | 2008-01-14 | 2014-01-30 |           3.739 |             0.051
 WFM    |         237 | 2008-01-10 | 2014-01-14 |           3.867 |             0.059
 TYC    |         182 | 2008-01-23 | 2013-12-18 |           3.370 |             0.062
 AYI    |         237 | 2008-01-09 | 2014-01-15 |           3.859 |             0.064
 RY     |         163 | 2008-01-10 | 2013-11-13 |           3.468 |             0.066
 ROST   |         170 | 2008-01-09 | 2013-08-20 |           3.506 |             0.066
 CMI    |         296 | 2008-01-14 | 2014-01-28 |           4.154 |             0.069
 ZU     |          12 | 2013-12-06 | 2014-01-21 |           3.949 |             0.069
 BIIB   |         202 | 2008-01-07 | 2014-01-30 |           3.473 |             0.069
 CNC    |         282 | 2008-01-16 | 2014-01-08 |           3.782 |             0.072
 DNDN   |         334 | 2008-01-09 | 2014-01-13 |           5.152 |             0.073
 TMO    |         173 | 2008-01-03 | 2014-01-30 |           3.232 |             0.075
 NOV    |         297 | 2008-01-02 | 2013-11-08 |           4.137 |             0.076
 CEO    |         275 | 2008-01-09 | 2013-11-18 |           3.955 |             0.080
 APU    |         101 | 2008-01-22 | 2013-12-31 |           3.218 |             0.081
 BA     |         190 | 2008-01-10 | 2013-11-22 |           3.311 |             0.082
 WLT    |         444 | 2008-01-07 | 2014-01-28 |           4.756 |             0.085
 CSX    |         216 | 2008-01-09 | 2014-01-30 |           3.659 |             0.087
 FFIV   |         326 | 2008-01-10 | 2014-01-30 |           3.924 |             0.087
 HGR    |         250 | 2008-01-10 | 2013-12-20 |           3.754 |             0.087
 YELP   |         132 | 2012-03-12 | 2014-01-30 |           4.877 |             0.088
 PETM   |         179 | 2008-01-16 | 2014-01-23 |           3.670 |             0.089
 CM     |         156 | 2008-01-09 | 2013-08-29 |           3.924 |             0.090
 TSCO   |         224 | 2008-01-10 | 2013-12-16 |           3.579 |             0.090
 CXW    |         185 | 2008-01-03 | 2014-01-30 |           3.480 |             0.090
 MSM    |         191 | 2008-01-07 | 2014-01-14 |           3.372 |             0.091
 SNX    |         224 | 2008-01-10 | 2014-01-30 |           3.717 |             0.091
 VZ     |         103 | 2008-01-10 | 2014-01-15 |           4.049 |             0.092
 WM     |         102 | 2008-01-14 | 2013-10-31 |           3.241 |             0.093
 RAX    |         319 | 2008-08-11 | 2014-01-28 |           4.222 |             0.093
 DDS    |         327 | 2008-01-07 | 2013-12-20 |           4.797 |             0.093
 STRA   |         250 | 2008-01-07 | 2014-01-28 |           3.794 |             0.099
 GTLS   |         374 | 2008-01-10 | 2014-01-30 |           4.854 |             0.100
 MELI   |         350 | 2008-01-10 | 2014-01-30 |           4.504 |             0.101
 TPX    |         374 | 2008-01-07 | 2014-01-30 |           4.569 |             0.104
 VLO    |         308 | 2008-01-18 | 2014-01-29 |           3.794 |             0.107
 DK     |         369 | 2008-01-28 | 2014-01-29 |           4.390 |             0.108
 BAC    |         309 | 2008-01-16 | 2014-01-28 |           5.059 |             0.110
 RGLD   |         284 | 2008-01-02 | 2014-01-23 |           3.831 |             0.110
 NUS    |         264 | 2008-01-23 | 2014-01-30 |           3.824 |             0.111
 LOW    |         217 | 2008-01-14 | 2013-12-18 |           3.523 |             0.114
 MLM    |         222 | 2008-01-09 | 2014-01-28 |           3.681 |             0.116
 FLS    |         279 | 2008-01-22 | 2014-01-28 |           3.925 |             0.120
 X      |         385 | 2008-01-09 | 2014-01-30 |           4.411 |             0.121
 INGR   |         236 | 2008-01-03 | 2014-01-14 |           3.513 |             0.124
 ATK    |         142 | 2008-01-25 | 2014-01-30 |           3.063 |             0.126
 CAT    |         223 | 2008-01-28 | 2014-01-30 |           3.616 |             0.126
 CNI    |         178 | 2008-01-14 | 2014-01-30 |           3.204 |             0.128
 CVLT   |         318 | 2008-01-17 | 2014-01-30 |           3.913 |             0.132
 PNRA   |         189 | 2008-01-09 | 2014-01-08 |           3.808 |             0.132
 TIF    |         224 | 2008-01-15 | 2013-11-26 |           4.094 |             0.136
 LULU   |         376 | 2008-01-10 | 2014-01-30 |           4.410 |             0.137
 PANW   |          69 | 2012-07-24 | 2014-01-30 |           3.735 |             0.142
 VAL    |         171 | 2008-01-23 | 2013-12-06 |           3.378 |             0.142
 UNFI   |         209 | 2008-01-23 | 2014-01-30 |           3.518 |             0.147
 WCG    |         302 | 2008-01-03 | 2014-01-15 |           4.376 |             0.148
 ASH    |         285 | 2008-01-10 | 2013-10-17 |           4.132 |             0.148
 SINA   |         366 | 2008-01-03 | 2014-01-28 |           4.374 |             0.152
 POT    |         277 | 2008-01-11 | 2014-01-15 |           3.961 |             0.152
 ITUB   |         285 | 2008-01-09 | 2014-01-30 |           4.176 |             0.152
 BMRN   |         261 | 2008-01-02 | 2014-01-30 |           3.698 |             0.154
 SKX    |         353 | 2008-01-07 | 2014-01-30 |           4.038 |             0.155
 UPRO   |         250 | 2009-06-29 | 2014-01-30 |           3.919 |             0.156
 ISIS   |         331 | 2008-01-08 | 2014-01-30 |           4.131 |             0.159
 FOSL   |         321 | 2008-01-07 | 2014-01-30 |           4.005 |             0.160
 REGN   |         358 | 2008-01-07 | 2014-01-30 |           4.356 |             0.161
 CLF    |         418 | 2008-01-03 | 2014-01-28 |           4.904 |             0.161
 AKAM   |         287 | 2008-01-03 | 2014-01-15 |           3.999 |             0.165
 TTC    |         214 | 2008-01-11 | 2013-12-18 |           3.365 |             0.166
 MOV    |         330 | 2008-01-07 | 2013-12-20 |           4.636 |             0.169
 FNV    |         297 | 2008-01-03 | 2014-01-29 |           3.877 |             0.170
 MLNX   |         325 | 2008-01-02 | 2014-01-27 |           4.153 |             0.170
 AVGO   |         173 | 2009-08-12 | 2014-01-15 |           3.455 |             0.170
 KMT    |         276 | 2008-01-10 | 2014-01-28 |           3.787 |             0.171
 CBRL   |         221 | 2008-01-16 | 2013-12-18 |           3.987 |             0.172
 APOL   |         251 | 2008-01-03 | 2014-01-21 |           3.969 |             0.173
 PHM    |         411 | 2008-01-10 | 2014-01-28 |           4.442 |             0.174
 EWZ    |         204 | 2008-01-09 | 2013-11-14 |           3.797 |             0.175
 APC    |         284 | 2008-01-14 | 2014-01-22 |           3.789 |             0.175
 ABG    |         367 | 2008-01-22 | 2014-01-30 |           4.856 |             0.177
 ALGT   |         281 | 2008-01-03 | 2014-01-22 |           4.110 |             0.177
 EL     |         178 | 2008-01-23 | 2013-11-13 |           3.539 |             0.179
 CBS    |         296 | 2008-01-10 | 2014-01-30 |           4.071 |             0.180
 RRGB   |         298 | 2008-01-07 | 2014-01-30 |           4.213 |             0.183
 WHR    |         299 | 2008-01-18 | 2013-12-18 |           3.971 |             0.183
 SHLD   |         319 | 2008-01-03 | 2014-01-24 |           4.427 |             0.185
 PBR    |         283 | 2008-01-02 | 2014-01-22 |           3.991 |             0.186
 BEAV   |         288 | 2008-01-24 | 2014-01-22 |           4.304 |             0.186
 MAT    |         146 | 2008-01-16 | 2013-11-13 |           3.573 |             0.186
 SWK    |         203 | 2008-01-10 | 2014-01-14 |           3.650 |             0.188
 DKS    |         259 | 2008-01-02 | 2014-01-30 |           3.968 |             0.188
 ABAX   |         260 | 2008-01-03 | 2014-01-15 |           3.963 |             0.189
 VRSK   |          54 | 2009-10-13 | 2013-12-06 |           3.295 |             0.189
 BBY    |         268 | 2008-01-16 | 2014-01-22 |           3.772 |             0.191
 AAPL   |         205 | 2008-01-09 | 2013-12-23 |           3.465 |             0.192
 SCSC   |         255 | 2008-01-16 | 2014-01-15 |           3.611 |             0.192
 WYNN   |         331 | 2008-01-09 | 2014-01-30 |           4.575 |             0.193
 SWC    |         439 | 2008-01-09 | 2014-01-28 |           5.065 |             0.200
 NOW    |          85 | 2012-07-03 | 2014-01-30 |           4.209 |             0.204
 TAL    |         286 | 2008-01-28 | 2013-12-18 |           4.133 |             0.204
 HFC    |         354 | 2008-01-14 | 2014-01-29 |           4.086 |             0.205
 JNK    |          30 | 2008-09-18 | 2011-10-24 |           3.375 |             0.206
 MTD    |         188 | 2008-01-07 | 2014-01-28 |           3.289 |             0.207
 CNQR   |         263 | 2008-01-02 | 2014-01-30 |           4.112 |             0.210
 TSLA   |         229 | 2010-07-08 | 2014-01-30 |           4.402 |             0.210
 SSNC   |         123 | 2010-04-08 | 2014-01-07 |           3.263 |             0.211
 KORS   |          96 | 2011-12-19 | 2014-01-30 |           3.757 |             0.212
 GRA    |         288 | 2008-01-10 | 2013-12-24 |           4.826 |             0.213
 GE     |         177 | 2008-01-18 | 2013-10-21 |           3.731 |             0.214
 HYG    |          25 | 2008-09-18 | 2011-11-28 |           3.518 |             0.215
 VFC    |         192 | 2008-01-07 | 2014-01-30 |           3.404 |             0.216
 EXPE   |         288 | 2008-01-18 | 2014-01-28 |           4.047 |             0.221
 BEAM   |         169 | 2008-01-23 | 2014-01-13 |           3.553 |             0.221
 SU     |         273 | 2008-01-03 | 2013-11-13 |           3.997 |             0.222
 VPRT   |         295 | 2008-01-11 | 2014-01-30 |           3.964 |             0.224
 HLF    |         296 | 2008-01-08 | 2014-01-30 |           3.899 |             0.225
 TWC    |         184 | 2008-01-14 | 2014-01-14 |           3.517 |             0.228
 BIG    |         233 | 2008-01-14 | 2013-11-11 |           4.009 |             0.228
 PRU    |         262 | 2008-01-10 | 2013-12-18 |           4.931 |             0.228
 TKR    |         282 | 2008-01-29 | 2014-01-30 |           4.038 |             0.229
 CAVM   |         326 | 2008-01-10 | 2014-01-30 |           3.974 |             0.229
 MHK    |         283 | 2008-01-22 | 2013-12-23 |           3.989 |             0.231
 LAD    |         397 | 2008-01-07 | 2014-01-30 |           5.254 |             0.231
 UIS    |         356 | 2008-01-10 | 2014-01-14 |           5.465 |             0.232
 GLW    |         216 | 2008-01-09 | 2014-01-14 |           3.779 |             0.233
 BWA    |          75 | 2011-10-04 | 2014-01-14 |           3.128 |             0.235
 XRT    |         161 | 2008-01-16 | 2013-01-15 |           3.363 |             0.238
 CVE    |         137 | 2009-11-27 | 2013-10-10 |           3.212 |             0.240
 BX     |         304 | 2008-01-10 | 2014-01-30 |           4.502 |             0.241
 FBHS   |         100 | 2011-09-19 | 2014-01-28 |           3.372 |             0.243
 GLD    |          87 | 2008-01-02 | 2014-01-23 |           2.815 |             0.244
 UNH    |         188 | 2008-01-28 | 2014-01-30 |           3.821 |             0.244
 DECK   |         371 | 2008-01-09 | 2014-01-30 |           4.096 |             0.250
 CTRX   |         266 | 2008-01-10 | 2014-01-07 |           4.031 |             0.251
 MYL    |         212 | 2008-01-07 | 2014-01-30 |           3.368 |             0.257
 GNRC   |         153 | 2010-02-12 | 2014-01-21 |           4.023 |             0.257
 PVH    |         285 | 2008-01-10 | 2013-12-23 |           3.907 |             0.259
 JOY    |         346 | 2008-01-10 | 2014-01-15 |           4.186 |             0.260
 ALNY   |         330 | 2008-01-03 | 2014-01-30 |           4.284 |             0.266
 LNG    |         418 | 2008-01-14 | 2014-01-28 |           5.970 |             0.266
 CCI    |         184 | 2008-01-24 | 2014-01-07 |           3.727 |             0.268
 HD     |         169 | 2008-01-10 | 2013-10-24 |           3.493 |             0.268
 AGU    |         287 | 2008-01-03 | 2014-01-14 |           3.943 |             0.272
 STJ    |         161 | 2008-01-07 | 2014-01-06 |           3.242 |             0.282
 TRMB   |         251 | 2008-01-09 | 2014-01-14 |           3.929 |             0.286
 RL     |         231 | 2008-01-16 | 2013-11-13 |           3.926 |             0.289
 UA     |         341 | 2008-01-02 | 2014-01-30 |           4.103 |             0.289
 SLW    |         409 | 2008-01-02 | 2014-01-28 |           4.171 |             0.291
 XIV    |         246 | 2010-12-01 | 2014-01-28 |           4.018 |             0.291
 ACT    |         157 | 2008-01-09 | 2014-01-30 |           3.159 |             0.300
 RMD    |         165 | 2008-01-31 | 2014-01-07 |           3.388 |             0.302
 NXST   |         422 | 2008-01-09 | 2014-01-30 |           5.539 |             0.302
 ACAT   |         375 | 2008-01-10 | 2013-12-20 |           4.822 |             0.310
 ACOR   |         293 | 2008-01-09 | 2014-01-28 |           4.241 |             0.310
 FITB   |         291 | 2008-01-09 | 2013-12-06 |           5.416 |             0.313
 MPC    |         116 | 2011-06-28 | 2014-01-29 |           3.398 |             0.318
 BGC    |         321 | 2008-01-10 | 2014-01-14 |           4.445 |             0.321
 CLR    |         375 | 2008-01-02 | 2014-01-28 |           4.509 |             0.324
 CHK    |         309 | 2008-01-02 | 2014-01-28 |           4.129 |             0.325
 CALM   |         209 | 2008-01-14 | 2013-12-23 |           3.825 |             0.329
 PRGO   |         171 | 2008-01-10 | 2014-01-28 |           3.374 |             0.330
 DRI    |         206 | 2008-01-10 | 2013-12-23 |           3.852 |             0.337
 COH    |         260 | 2008-01-10 | 2013-11-26 |           3.974 |             0.338
 CNS    |         301 | 2008-01-10 | 2014-01-30 |           4.000 |             0.345
 CREE   |         121 | 2011-10-04 | 2014-01-28 |           3.844 |             0.346
 CYT    |         256 | 2008-01-24 | 2013-12-20 |           4.090 |             0.349
 SATS   |         205 | 2008-01-03 | 2014-01-30 |           3.650 |             0.358
 BIDU   |         349 | 2008-01-14 | 2014-01-28 |           4.086 |             0.359
 ESI    |         344 | 2008-01-09 | 2014-01-17 |           4.105 |             0.362
 FLTX   |          60 | 2012-11-05 | 2014-01-27 |           3.976 |             0.365
 LYB    |         171 | 2010-04-29 | 2014-01-14 |           3.313 |             0.365
 SBAC   |         180 | 2008-01-14 | 2013-11-05 |           3.986 |             0.366
 BC     |         402 | 2008-01-10 | 2014-01-30 |           4.890 |             0.367
 ULTA   |         312 | 2008-01-08 | 2014-01-30 |           4.560 |             0.378
 NAV    |         334 | 2008-01-03 | 2014-01-30 |           4.211 |             0.384
 WCC    |         281 | 2008-01-14 | 2013-12-18 |           3.875 |             0.388
 SNDK   |         325 | 2008-01-14 | 2014-01-08 |           4.467 |             0.410
 MU     |         396 | 2008-01-14 | 2014-01-30 |           4.556 |             0.410
 TXTR   |          50 | 2013-06-11 | 2014-01-30 |           4.470 |             0.414
 LAMR   |         282 | 2008-01-23 | 2013-12-23 |           4.391 |             0.422
 EXP    |         310 | 2008-01-10 | 2014-01-28 |           3.760 |             0.423
 PPO    |         365 | 2008-01-24 | 2014-01-15 |           4.614 |             0.423
 PAG    |         333 | 2008-01-16 | 2014-01-30 |           4.152 |             0.432
 SPH    |         100 | 2008-01-28 | 2014-01-21 |           3.242 |             0.439
 LL     |         351 | 2008-01-22 | 2014-01-10 |           4.272 |             0.448
 SPB    |         129 | 2009-09-03 | 2014-01-30 |           3.512 |             0.479
 C      |         307 | 2008-01-10 | 2014-01-03 |           5.323 |             0.498
 CVI    |         378 | 2008-01-08 | 2014-01-21 |           4.547 |             0.501
 NFLX   |         358 | 2008-01-10 | 2014-01-28 |           4.505 |             0.506
 CHTR   |         100 | 2010-03-05 | 2014-01-27 |           3.334 |             0.522
 TRW    |         341 | 2008-01-14 | 2014-01-22 |           4.956 |             0.524
 EPZM   |          50 | 2013-06-03 | 2014-01-10 |           5.673 |             0.527
 HAR    |         300 | 2008-01-22 | 2014-01-30 |           4.307 |             0.558
 MGM    |         376 | 2008-01-09 | 2014-01-30 |           5.036 |             0.559
 CONN   |         404 | 2008-01-02 | 2014-01-30 |           4.911 |             0.594
 LVS    |         374 | 2008-01-09 | 2014-01-30 |           5.362 |             0.655
 HSNI   |         258 | 2008-08-13 | 2013-12-18 |           4.866 |             0.678
 GPI    |         307 | 2008-01-10 | 2013-10-17 |           4.724 |             0.692
 IOC    |         406 | 2008-01-02 | 2014-01-22 |           4.710 |             0.707
 XONE   |          84 | 2013-02-08 | 2014-01-28 |           4.734 |             0.722
 FUEL   |          31 | 2013-09-23 | 2014-01-28 |           5.401 |             0.729
 ASPS   |         144 | 2009-08-07 | 2014-01-30 |           4.458 |             0.749
 RH     |          53 | 2012-11-05 | 2014-01-30 |           3.997 |             0.787
 AIG    |         311 | 2008-01-10 | 2014-01-28 |           5.787 |             0.798
 F      |         292 | 2008-01-10 | 2013-11-13 |           4.315 |             0.806
 XLRN   |          39 | 2013-09-20 | 2014-01-29 |           5.185 |             0.818
 BSFT   |         222 | 2010-07-07 | 2014-01-30 |           4.806 |             0.852
 NMBL   |          11 | 2013-12-19 | 2014-01-30 |           5.664 |             0.860
 XOOM   |          54 | 2013-02-26 | 2014-01-30 |           4.204 |             0.882
 CLVS   |         139 | 2011-11-25 | 2014-01-29 |           4.768 |             0.887
 PCYC   |         432 | 2008-01-02 | 2014-01-30 |           5.080 |             0.933
 S      |          29 | 2013-07-12 | 2014-01-27 |           3.915 |             0.947
 EMB    |          22 | 2008-09-19 | 2013-09-18 |           3.350 |             1.049
 PFF    |          59 | 2008-01-02 | 2011-08-11 |           4.512 |             1.123
 TBT    |         212 | 2008-05-28 | 2013-11-20 |           3.429 |             1.370
 SCTY   |          97 | 2012-12-17 | 2014-01-30 |           5.597 |             1.381
 RCPT   |          51 | 2013-05-13 | 2014-01-29 |           5.316 |             1.382
 ECOM   |          47 | 2013-06-17 | 2014-01-23 |           4.738 |             1.420
 BANR   |         290 | 2008-01-10 | 2013-12-20 |           5.781 |             2.357
(561 rows)

\C 'Next week summary of stocks which upped 5% or more the week before:'
Title is "Next week summary of stocks which upped 5% or more the week before:".
SELECT 
tkr ticker
,COUNT(ydate) event_count
,MIN(ydate)   min_date
,MAX(ydate)   max_date
,ROUND(100*AVG(wnlg1),3)   avg_week1_pct_up
,ROUND(100*AVG(wng),3)     avg_week1_pct_gain
FROM td12
WHERE wnlg1 > 5 / 100.0
AND ydate > '2000-01-01'
AND wng IS NOT NULL
GROUP BY tkr ORDER BY AVG(wng)
;
          Next week summary of stocks which upped 5% or more the week before:
 ticker | event_count |  min_date  |  max_date  | avg_week1_pct_up | avg_week1_pct_gain 
--------+-------------+------------+------------+------------------+--------------------
 FUEL   |          26 | 2013-10-03 | 2014-01-23 |           11.884 |             -1.987
 EMC    |         530 | 2000-01-03 | 2013-12-26 |            8.671 |             -1.641
 NGG    |          60 | 2005-09-06 | 2011-08-17 |            6.861 |             -1.522
 XLU    |          64 | 2000-03-02 | 2011-12-27 |            6.846 |             -1.377
 PSA    |         226 | 2000-01-07 | 2013-10-16 |            7.415 |             -1.352
 TBT    |         140 | 2008-07-17 | 2013-11-11 |            9.514 |             -1.300
 DEO    |         136 | 2000-01-06 | 2013-10-23 |            6.974 |             -1.260
 HCN    |         181 | 2000-01-05 | 2013-09-19 |            7.051 |             -1.253
 SO     |         102 | 2000-01-10 | 2011-08-17 |            7.106 |             -1.232
 VOD    |         300 | 2000-01-12 | 2013-12-24 |            7.948 |             -1.229
 MXIM   |         528 | 2000-01-03 | 2013-08-01 |            8.864 |             -1.218
 ALTR   |         591 | 2000-01-07 | 2014-01-21 |            9.253 |             -1.188
 QCOM   |         475 | 2000-01-20 | 2013-11-18 |            8.637 |             -1.175
 AWH    |         104 | 2006-08-18 | 2013-10-16 |            7.578 |             -1.161
 HME    |         214 | 2000-03-17 | 2013-12-06 |            8.045 |             -1.158
 CLC    |         313 | 2000-01-18 | 2013-09-10 |            7.343 |             -1.138
 EXPD   |         415 | 2000-01-20 | 2013-10-24 |            7.834 |             -1.123
 SU     |         553 | 2000-01-05 | 2013-08-16 |            7.784 |             -1.114
 UNG    |         244 | 2007-07-30 | 2014-01-24 |            7.824 |             -1.112
 EQR    |         230 | 2000-04-10 | 2013-09-12 |            8.151 |             -1.059
 KO     |         135 | 2000-01-11 | 2013-04-22 |            6.821 |             -1.045
 WMT    |         164 | 2000-02-14 | 2012-05-24 |            7.397 |             -1.042
 SPLS   |         404 | 2000-01-05 | 2013-10-22 |            8.738 |             -1.031
 HRB    |         360 | 2000-01-10 | 2013-10-22 |            7.661 |             -1.023
 NMBL   |          13 | 2013-12-23 | 2014-01-22 |           13.681 |             -1.015
 FUL    |         430 | 2000-01-03 | 2013-10-22 |            8.183 |             -1.009
 IPCM   |         247 | 2008-02-01 | 2013-11-21 |            8.560 |             -1.007
 PNC    |         326 | 2000-01-13 | 2014-01-22 |            8.644 |             -0.994
 FFIN   |         244 | 2000-03-17 | 2013-11-29 |            7.079 |             -0.983
 N      |         346 | 2007-12-28 | 2014-01-22 |            9.182 |             -0.983
 IYR    |         145 | 2001-09-28 | 2012-07-03 |            8.066 |             -0.980
