big_ups_rpt.txt

This report shows that Mean-Reversion is comparatively weak
when stocks move sharply up.



dan@ub97hp_scikit ~/hr $ ./psql.bash -f big_ups_rpt.sql 
--
-- big_ups_rpt.sql
--
-- I use this script to study Mean-Reversion in the Stock Market.
-- Now I am ready to report.
\C 'Next day summary of stocks which upped 2% or more the day before:'
Title is "Next day summary of stocks which upped 2% or more the day before:".
SELECT 
tkr ticker
,COUNT(ydate) event_count
,MIN(ydate)   min_date
,MAX(ydate)   max_date
,ROUND(100*AVG(nlg1),3)    avg_day1_pct_up
,ROUND(100*AVG(ng),3)      avg_day1_pct_gain
FROM td12
WHERE nlg1 > 2.0/ 100.0
AND ydate > '2008-01-01'
AND ng IS NOT NULL
GROUP BY tkr ORDER BY AVG(ng)
;
          Next day summary of stocks which upped 2% or more the day before:
 ticker | event_count |  min_date  |  max_date  | avg_day1_pct_up | avg_day1_pct_gain 
 RH     |          57 | 2012-11-16 | 2013-11-27 |            9.868 |              0.202
 SYMC   |         516 | 2000-01-13 | 2014-01-22 |            8.599 |              0.210
 VPRT   |         425 | 2005-10-18 | 2013-12-24 |            8.798 |              0.210
 AUY    |         603 | 2004-02-09 | 2014-01-17 |            9.069 |              0.212
 ECL    |         173 | 2000-01-10 | 2013-03-04 |            7.128 |              0.217
 ATVI   |         586 | 2000-01-03 | 2013-12-24 |            8.712 |              0.217
 TSCO   |         581 | 2000-01-03 | 2013-10-29 |            8.969 |              0.221
 PHM    |         727 | 2000-02-14 | 2013-12-30 |            9.055 |              0.224
 HRS    |         414 | 2000-01-03 | 2013-08-05 |            7.917 |              0.227
 PGR    |         265 | 2000-02-22 | 2013-07-01 |            8.363 |              0.228
 POT    |         584 | 2000-01-03 | 2014-01-16 |            8.077 |              0.231
 PXD    |         649 | 2000-01-03 | 2014-01-22 |            8.365 |              0.232
 MAT    |         313 | 2000-02-02 | 2013-02-08 |            7.880 |              0.236
 VFC    |         298 | 2000-03-14 | 2013-10-23 |            7.508 |              0.236
 DTV    |         187 | 2004-01-09 | 2013-10-16 |            7.205 |              0.242
 IBM    |         238 | 2000-01-03 | 2013-04-30 |            7.484 |              0.243
 FBHS   |         101 | 2011-10-14 | 2013-12-24 |            7.557 |              0.243
 SWK    |         329 | 2000-02-02 | 2013-08-01 |            7.629 |              0.246
 FLIR   |         589 | 2000-01-03 | 2014-01-13 |            9.681 |              0.249
 APD    |         246 | 2000-01-03 | 2013-12-26 |            7.451 |              0.254
 PM     |          66 | 2008-04-21 | 2012-11-26 |            6.897 |              0.261
 V      |         150 | 2008-03-27 | 2014-01-21 |            7.724 |              0.267
 ADM    |         353 | 2000-01-18 | 2013-12-23 |            7.424 |              0.272
 WAC    |         544 | 2000-01-03 | 2013-11-27 |           11.010 |              0.272
 DISH   |         491 | 2000-01-03 | 2013-12-23 |            8.906 |              0.272
 HPY    |         353 | 2005-09-09 | 2013-12-27 |            8.348 |              0.272
 JWN    |         518 | 2000-02-04 | 2013-07-01 |            8.578 |              0.276
 AON    |         268 | 2000-01-07 | 2013-10-30 |            8.327 |              0.276
 LOW    |         429 | 2000-02-04 | 2013-11-15 |            7.801 |              0.278
 USNA   |         708 | 2000-01-03 | 2013-12-20 |           10.748 |              0.283
 AAPL   |         674 | 2000-01-03 | 2013-12-04 |            8.016 |              0.283
 MA     |         285 | 2006-06-05 | 2013-12-11 |            8.446 |              0.283
 CBRL   |         423 | 2000-01-13 | 2013-11-25 |            8.879 |              0.289
 TKR    |         507 | 2000-01-03 | 2013-09-11 |            8.268 |              0.291
 MOS    |         453 | 2004-10-29 | 2014-01-16 |            8.752 |              0.291
 NTAP   |         712 | 2000-01-11 | 2014-01-23 |           10.716 |              0.296
 AVGO   |         174 | 2009-08-18 | 2014-01-21 |            7.267 |              0.301
 SCSC   |         650 | 2000-01-19 | 2013-12-27 |            9.045 |              0.308
 PG     |         111 | 2000-01-07 | 2013-01-31 |            6.984 |              0.308
 TXI    |         624 | 2000-01-11 | 2014-01-24 |            8.710 |              0.309
 DORM   |         612 | 2000-01-03 | 2013-12-13 |            9.873 |              0.311
 MOV    |         636 | 2000-01-05 | 2013-10-24 |            9.619 |              0.312
 CYT    |         455 | 2000-01-06 | 2013-10-04 |            8.270 |              0.316
 FLDM   |         132 | 2011-02-17 | 2014-01-16 |            8.646 |              0.317
 GE     |         287 | 2000-01-12 | 2013-10-23 |            8.122 |              0.318
 SAP    |         454 | 2000-01-07 | 2013-10-25 |            8.662 |              0.326
 XOOM   |          57 | 2013-03-01 | 2014-01-10 |            9.937 |              0.333
 BMRN   |         735 | 2000-01-04 | 2014-01-21 |            9.086 |              0.333
 MMM    |         179 | 2000-01-10 | 2013-12-23 |            6.995 |              0.335
 ENH    |         173 | 2003-03-20 | 2013-07-01 |            7.298 |              0.340
 DDS    |         632 | 2000-03-16 | 2013-11-19 |            9.830 |              0.341
 LL     |         381 | 2007-12-03 | 2013-12-24 |            9.423 |              0.341
 JNPR   |         751 | 2000-01-25 | 2014-01-24 |           10.236 |              0.344
 SNDK   |         876 | 2000-01-03 | 2014-01-10 |           10.883 |              0.345
 GS     |         416 | 2000-01-03 | 2013-09-11 |            8.265 |              0.349
 AMZN   |         709 | 2000-01-03 | 2013-12-02 |            9.865 |              0.351
 DK     |         400 | 2006-05-11 | 2013-12-26 |            9.616 |              0.365
 CRM    |         516 | 2004-07-02 | 2014-01-22 |            8.780 |              0.366
 TLT    |          27 | 2008-11-20 | 2012-06-01 |            6.702 |              0.368
 MT     |         761 | 2000-01-04 | 2013-12-27 |            9.744 |              0.369
 VMW    |         336 | 2007-08-22 | 2014-01-17 |            9.010 |              0.369
 LAD    |         686 | 2000-02-24 | 2013-11-27 |           10.128 |              0.378
 SCCO   |         603 | 2000-01-20 | 2014-01-17 |            8.656 |              0.395
 TRW    |         438 | 2004-03-01 | 2013-10-22 |           10.250 |              0.406
 HGR    |         635 | 2000-01-03 | 2013-11-29 |           10.061 |              0.406
 BEAV   |         767 | 2000-01-13 | 2013-10-16 |           10.164 |              0.413
 CBS    |         272 | 2006-01-24 | 2013-12-26 |            9.254 |              0.418
 HL     |         936 | 2000-01-25 | 2014-01-16 |           10.629 |              0.419
 LAMR   |         486 | 2000-01-25 | 2013-11-18 |            8.866 |              0.420
 BIDU   |         506 | 2005-08-29 | 2014-01-02 |            9.460 |              0.422
 UIS    |         672 | 2000-01-14 | 2014-01-21 |           10.860 |              0.427
 YELP   |         150 | 2012-03-12 | 2014-01-21 |           10.546 |              0.431
 FNV    |         309 | 2007-12-24 | 2014-01-24 |            8.728 |              0.433
 ADT    |          19 | 2012-10-18 | 2013-10-22 |            6.657 |              0.435
 CLF    |         880 | 2000-03-16 | 2013-12-31 |            9.244 |              0.439
 EQIX   |         705 | 2000-08-22 | 2013-12-10 |           12.486 |              0.443
 F      |         549 | 2000-01-12 | 2014-01-16 |            9.153 |              0.444
 CERN   |         540 | 2000-01-11 | 2013-10-22 |            8.908 |              0.448
 LULU   |         402 | 2007-08-03 | 2013-10-04 |           10.444 |              0.449
 CLB    |         590 | 2000-01-13 | 2013-10-23 |            8.349 |              0.464
 BIG    |         550 | 2000-02-02 | 2013-11-15 |            8.484 |              0.471
 SNX    |         317 | 2004-01-07 | 2014-01-21 |            8.684 |              0.471
 CVI    |         444 | 2007-10-30 | 2013-12-26 |            9.327 |              0.484
 SPWR   |         567 | 2005-12-09 | 2014-01-22 |           10.969 |              0.494
 NFLX   |         765 | 2002-06-06 | 2014-01-24 |           10.222 |              0.500
 IOC    |         649 | 2004-09-15 | 2014-01-15 |           10.972 |              0.502
 MCK    |         321 | 2000-01-03 | 2014-01-10 |            8.135 |              0.504
 MRVL   |         733 | 2000-07-13 | 2014-01-14 |           10.212 |              0.513
 OCN    |         575 | 2000-01-14 | 2013-11-29 |            9.069 |              0.514
 HUM    |         574 | 2000-01-07 | 2013-11-26 |            8.185 |              0.535
 DRI    |         401 | 2000-01-11 | 2013-12-30 |            8.297 |              0.537
 BC     |         583 | 2000-02-14 | 2013-10-22 |            9.793 |              0.541
 TQQQ   |         264 | 2010-02-19 | 2014-01-21 |            8.618 |              0.542
 FCFS   |         608 | 2000-01-03 | 2013-12-18 |            8.862 |              0.543
 CA     |         406 | 2000-01-03 | 2013-07-12 |            8.970 |              0.546
 DECK   |         857 | 2000-01-06 | 2013-12-03 |            9.576 |              0.550
 MPC    |         115 | 2011-07-01 | 2013-12-06 |            7.951 |              0.552
 VRTX   |         809 | 2000-01-03 | 2014-01-23 |           10.127 |              0.562
 ALNY   |         527 | 2004-06-08 | 2014-01-23 |           10.390 |              0.563
 AFL    |         337 | 2000-01-26 | 2013-10-16 |            8.548 |              0.569
 UTHR   |         586 | 2000-01-03 | 2013-12-30 |            9.734 |              0.599
 CAT    |         421 | 2000-01-05 | 2013-07-12 |            7.720 |              0.602
 HLF    |         401 | 2004-12-23 | 2014-01-10 |            8.666 |              0.604
 GPI    |         668 | 2000-02-15 | 2013-09-10 |            9.577 |              0.614
 SATS   |         201 | 2008-02-04 | 2013-12-27 |            8.172 |              0.618
 BRCM   |         723 | 2000-01-03 | 2013-12-11 |           10.121 |              0.638
 EXPE   |         348 | 2005-11-03 | 2013-12-20 |            9.034 |              0.638
 SJM    |         169 | 2000-09-06 | 2013-03-04 |            8.258 |              0.642
 NUAN   |         774 | 2000-01-03 | 2014-01-22 |           10.889 |              0.642
 PVH    |         559 | 2000-01-19 | 2013-11-15 |            8.457 |              0.648
 DOW    |         396 | 2000-02-22 | 2014-01-22 |            8.242 |              0.653
 TSO    |         806 | 2000-01-18 | 2013-11-27 |            9.257 |              0.661
 KORS   |          90 | 2011-12-22 | 2014-01-24 |            8.646 |              0.668
 WTW    |         328 | 2001-11-30 | 2013-10-16 |            8.111 |              0.675
 JCP    |         642 | 2000-01-03 | 2013-12-30 |            8.843 |              0.677
 NOC    |         197 | 2000-03-06 | 2013-10-29 |            7.285 |              0.682
 PCLN   |         746 | 2000-01-05 | 2014-01-21 |           11.265 |              0.684
 XIV    |         254 | 2010-12-07 | 2014-01-10 |            9.203 |              0.688
 GOOG   |         290 | 2004-08-26 | 2013-10-24 |            7.939 |              0.708
 STX    |         593 | 2003-01-03 | 2014-01-08 |            8.818 |              0.716
 UVV    |         272 | 2000-01-10 | 2013-09-12 |            7.543 |              0.718
 TSLA   |         252 | 2010-07-13 | 2014-01-23 |            9.542 |              0.746
 LVS    |         525 | 2005-02-02 | 2013-12-10 |           10.812 |              0.747
 HAS    |         352 | 2000-01-13 | 2013-10-29 |            7.406 |              0.753
 MGM    |         662 | 2000-02-04 | 2014-01-13 |            9.806 |              0.764
 PAG    |         631 | 2000-01-10 | 2013-12-24 |            9.712 |              0.765
 RGLD   |         730 | 2000-01-12 | 2014-01-23 |            9.291 |              0.782
 SKX    |         854 | 2000-01-21 | 2013-11-27 |            9.664 |              0.783
 EMB    |          23 | 2008-09-25 | 2013-07-01 |            8.266 |              0.785
 MCY    |         199 | 2000-01-18 | 2013-07-01 |            7.634 |              0.785
 WYNN   |         556 | 2002-11-19 | 2014-01-10 |            9.201 |              0.795
 NUS    |         561 | 2000-02-09 | 2013-12-18 |            8.601 |              0.806
 CALM   |         585 | 2000-01-03 | 2013-12-30 |           10.129 |              0.822
 ISIS   |         828 | 2000-01-03 | 2014-01-23 |           10.363 |              0.823
 BEAM   |         273 | 2000-03-16 | 2014-01-17 |            7.905 |              0.825
 PANW   |          69 | 2012-07-27 | 2014-01-10 |            7.633 |              0.835
 FLS    |         552 | 2000-03-14 | 2013-10-31 |            8.175 |              0.837
 WFM    |         506 | 2000-01-13 | 2013-12-20 |            8.494 |              0.839
 CELG   |         616 | 2000-01-19 | 2013-12-10 |            9.627 |              0.844
 ESI    |         676 | 2000-01-12 | 2014-01-23 |            9.725 |              0.860
 ADSK   |         633 | 2000-01-03 | 2014-01-15 |            8.239 |              0.862
 MO     |         192 | 2000-01-03 | 2012-11-26 |            7.754 |              0.866
 AMT    |         510 | 2000-01-10 | 2013-10-22 |           10.644 |              0.882
 QIWI   |          67 | 2013-06-04 | 2013-12-27 |           10.717 |              0.899
 GTLS   |         475 | 2006-08-02 | 2013-12-03 |            9.696 |              0.912
 JAZZ   |         399 | 2007-08-16 | 2014-01-23 |           11.669 |              0.916
 RAX    |         341 | 2008-08-15 | 2014-01-21 |            8.536 |              0.938
 MHK    |         496 | 2000-02-01 | 2013-11-15 |            8.636 |              0.948
 WCG    |         493 | 2004-08-18 | 2013-11-27 |            9.420 |              0.978
 PCYC   |         916 | 2000-01-06 | 2014-01-22 |           11.433 |              0.980
 CNQR   |         728 | 2000-01-03 | 2014-01-21 |           11.074 |              0.981
 SINA   |         833 | 2000-05-01 | 2014-01-08 |           10.547 |              1.008
 ZU     |          14 | 2013-12-09 | 2014-01-22 |            7.668 |              1.021
 SPB    |         146 | 2009-09-15 | 2013-11-27 |            7.997 |              1.028
 XONE   |          81 | 2013-02-27 | 2014-01-09 |           10.202 |              1.060
 SOHU   |         841 | 2000-08-03 | 2014-01-10 |           10.488 |              1.074
 PPO    |         374 | 2007-08-30 | 2013-12-30 |           10.321 |              1.075
 ASH    |         364 | 2000-01-11 | 2013-05-08 |            8.666 |              1.083
 TWX    |         374 | 2000-01-03 | 2013-12-24 |            9.072 |              1.092
 GRA    |         807 | 2000-01-06 | 2013-12-24 |           11.471 |              1.140
 BSFT   |         230 | 2010-07-13 | 2014-01-22 |           10.864 |              1.203
 CLH    |         669 | 2000-01-05 | 2013-12-24 |           11.135 |              1.215
 GNRC   |         165 | 2010-03-11 | 2013-12-24 |            8.747 |              1.224
 WRB    |         280 | 2000-02-22 | 2012-10-19 |            8.087 |              1.230
 IGTE   |         781 | 2000-01-10 | 2013-12-27 |           10.990 |              1.245
 SLW    |         566 | 2005-08-01 | 2014-01-16 |            9.271 |              1.262
 ASPS   |         201 | 2009-08-13 | 2013-12-05 |            9.356 |              1.343
 HYG    |          15 | 2008-09-24 | 2009-04-06 |            7.997 |              1.370
 NXST   |         626 | 2003-12-17 | 2013-12-30 |           11.097 |              1.471
 FAS    |         398 | 2008-11-26 | 2013-12-24 |           12.705 |              1.488
 FB     |          94 | 2012-06-12 | 2014-01-10 |            9.796 |              1.536
 ISRG   |         672 | 2000-07-07 | 2014-01-23 |           10.782 |              1.609
 SHLD   |         567 | 2003-05-12 | 2014-01-22 |            9.618 |              1.672
 CATM   |         294 | 2008-03-03 | 2013-11-14 |           11.358 |              1.751
 ECOM   |          59 | 2013-07-01 | 2014-01-14 |           10.762 |              1.833
 JNK    |          21 | 2008-09-24 | 2011-10-24 |            7.079 |              1.855
 FLTX   |          65 | 2012-12-18 | 2013-12-27 |            9.869 |              1.895
 REGN   |         908 | 2000-01-03 | 2014-01-21 |           10.867 |              1.910
 CDE    |         859 | 2000-01-18 | 2014-01-07 |           11.476 |              1.964
 DNDN   |         788 | 2000-06-30 | 2014-01-17 |           12.695 |              2.010
 LNG    |         811 | 2001-10-25 | 2014-01-10 |           11.958 |              2.274
 TXTR   |          65 | 2013-06-17 | 2014-01-23 |            9.015 |              2.541
 HSNI   |         237 | 2008-08-19 | 2013-11-13 |           11.627 |              2.582
 SBAC   |         681 | 2000-01-03 | 2013-10-22 |           12.241 |              2.611
 CLVS   |         163 | 2011-12-15 | 2014-01-16 |           12.016 |              2.679
 RCPT   |          66 | 2013-05-31 | 2014-01-24 |           13.165 |              2.760
 EPZM   |          58 | 2013-06-07 | 2014-01-15 |           13.547 |              2.873
 S      |          35 | 2013-07-30 | 2014-01-02 |            9.017 |              2.883
 SCTY   |         115 | 2012-12-28 | 2014-01-23 |           13.074 |              4.047
 XLRN   |          45 | 2013-09-26 | 2014-01-22 |           12.241 |              7.277
 CXW    |         479 | 2000-01-03 | 2013-10-21 |           10.637 |              8.868
(561 rows)

\C 'Next month summary of stocks which upped 10% or more the month before:'
Title is "Next month summary of stocks which upped 10% or more the month before:".
SELECT 
tkr ticker
,COUNT(ydate) event_count
,MIN(ydate)   min_date
,MAX(ydate)   max_date
,ROUND(100*AVG(mnlg1),3)   avg_month1_pct_up
,ROUND(100*AVG(mng),3)     avg_month1_pct_gain
FROM td12
WHERE mnlg1 > 10.0 / 100.0
AND ydate > '1983-01-01'
AND mng IS NOT NULL
GROUP BY tkr 
HAVING COUNT(ydate) > 22
ORDER BY AVG(mng)
;
          Next month summary of stocks which upped 10% or more the month before:
 ticker | event_count |  min_date  |  max_date  | avg_month1_pct_up | avg_month1_pct_gain 
--------+-------------+------------+------------+-------------------+---------------------
 EPZM   |          41 | 2013-06-28 | 2013-10-10 |            23.738 |              -5.639
 CVE    |          76 | 2010-01-08 | 2013-07-23 |            12.851 |              -4.073
 FFIN   |         231 | 1995-04-18 | 2013-07-29 |            13.175 |              -3.476
 APOL   |         905 | 1995-02-01 | 2013-11-19 |            16.211 |              -3.365
 NGG    |          39 | 2006-08-14 | 2011-04-13 |            12.563 |              -3.362
 XLU    |          35 | 1999-04-29 | 2009-04-09 |            12.074 |              -3.206
 REG    |         221 | 1994-12-19 | 2013-07-23 |            14.490 |              -3.196
 SU     |         590 | 1994-01-19 | 2013-09-11 |            14.290 |              -2.979
 NNN    |         189 | 1990-08-31 | 2013-07-23 |            13.914 |              -2.643
 UNG    |         199 | 2007-09-24 | 2013-12-30 |            13.894 |              -2.508
 ITUB   |         551 | 2002-08-26 | 2013-10-03 |            14.934 |              -2.475
 ADP    |         357 | 1984-05-09 | 2011-12-27 |            13.228 |              -2.397
 SCG    |          68 | 1988-01-28 | 2011-09-06 |            12.256 |              -2.261
 TOT    |         288 | 1991-11-26 | 2013-08-02 |            12.654 |              -2.222
 GLD    |          90 | 2005-12-05 | 2012-01-31 |            11.944 |              -2.219
 LLY    |         554 | 1985-02-04 | 2013-01-29 |            13.453 |              -2.153
 ED     |         108 | 1984-12-18 | 2009-04-09 |            12.235 |              -2.086
 ACGL   |         196 | 1995-12-29 | 2011-11-08 |            14.666 |              -2.070
 T      |         290 | 1985-07-16 | 2009-04-06 |            12.759 |              -2.035
 SPB    |         171 | 2010-01-07 | 2013-08-23 |            14.817 |              -1.838
 CHRW   |         421 | 1998-01-20 | 2011-10-24 |            14.547 |              -1.823
 LTC    |         415 | 1993-02-03 | 2013-10-01 |            14.267 |              -1.819
 EXPD   |         776 | 1990-12-07 | 2013-09-18 |            14.670 |              -1.745
 MSFT   |         995 | 1986-04-24 | 2013-11-06 |            15.159 |              -1.708
 MDT    |         695 | 1984-05-09 | 2013-05-30 |            13.574 |              -1.706
 BMY    |         385 | 1984-08-09 | 2013-11-06 |            12.530 |              -1.688
 ENH    |         116 | 2003-04-29 | 2011-11-15 |            14.286 |              -1.682
 INTU   |         890 | 1993-05-05 | 2013-07-22 |            17.629 |              -1.633
 ORLY   |         688 | 1993-05-25 | 2013-08-01 |            14.290 |              -1.623
 AON    |         476 | 1985-01-15 | 2013-11-06 |            13.852 |              -1.608
 WABC   |         320 | 1992-04-30 | 2012-01-19 |            13.694 |              -1.582
 WMT    |         551 | 1984-03-20 | 2012-06-14 |            13.104 |              -1.542
 HME    |         157 | 1996-01-17 | 2012-07-24 |            13.562 |              -1.534
 BTU    |         634 | 2001-08-14 | 2013-11-13 |            14.865 |              -1.491
 SATS   |         210 | 2008-02-12 | 2013-10-21 |            16.448 |              -1.474
 TBT    |          96 | 2008-11-03 | 2013-08-19 |            25.813 |              -1.419
 ABT    |         327 | 1984-06-22 | 2013-11-12 |            12.402 |              -1.358
 STI    |         512 | 1988-01-28 | 2013-07-25 |            14.935 |              -1.349
 CLC    |         457 | 1990-05-25 | 2013-05-21 |            12.786 |              -1.329
 GDX    |         226 | 2006-07-11 | 2013-09-05 |            15.225 |              -1.324
 XOM    |         154 | 1984-05-01 | 2012-07-03 |            11.923 |              -1.322
 PSA    |         337 | 1988-01-28 | 2013-07-19 |            12.862 |              -1.286
 GIS    |         225 | 1985-02-01 | 2013-03-05 |            12.515 |              -1.247
 ALL    |         341 | 1993-07-20 | 2013-07-23 |            14.214 |              -1.216
 MUR    |         652 | 1984-04-06 | 2013-08-06 |            13.445 |              -1.207
 APU    |         115 | 1998-01-22 | 2013-02-06 |            13.270 |              -1.190
 EQR    |         265 | 1993-09-27 | 2011-11-08 |            13.327 |              -1.120
 CVX    |         305 | 1984-04-12 | 2012-07-03 |            12.264 |              -1.091
 AVB    |         170 | 1999-04-20 | 2011-12-23 |            13.919 |              -1.086
 GWW    |         578 | 1985-01-16 | 2013-05-13 |            13.559 |              -0.995
 SO     |         136 | 1984-08-06 | 2009-06-26 |            12.368 |              -0.995
 HYG    |          25 | 2008-12-19 | 2009-04-30 |            13.769 |              -0.961
 HCN    |         198 | 1993-02-03 | 2012-01-03 |            12.506 |              -0.944
 WAC    |         610 | 1998-08-18 | 2013-12-09 |            19.261 |              -0.916
 CL     |         338 | 1984-03-09 | 2011-09-08 |            13.105 |              -0.886
 HCP    |         311 | 1988-01-05 | 2012-07-03 |            13.536 |              -0.876
 PRGS   |         975 | 1991-09-03 | 2013-07-29 |            15.341 |              -0.876
 SPH    |         146 | 1998-01-12 | 2013-01-28 |            13.992 |              -0.870
 RMD    |         784 | 1995-06-30 | 2013-10-01 |            16.021 |              -0.868
 PB     |         277 | 1999-06-02 | 2013-07-29 |            13.565 |              -0.844
 FISV   |         578 | 1990-06-15 | 2013-08-13 |            13.967 |              -0.831
 DTV    |         187 | 2004-04-21 | 2013-05-30 |            12.869 |              -0.829
 NVO    |         568 | 1984-05-03 | 2013-02-08 |            12.833 |              -0.825
 CNC    |         588 | 2002-03-14 | 2013-10-18 |            15.743 |              -0.782
 HD     |         966 | 1984-10-30 | 2012-08-17 |            13.934 |              -0.768
 PFE    |         523 | 1984-08-08 | 2013-01-29 |            12.921 |              -0.746
 NHI    |         331 | 1991-12-31 | 2013-10-28 |            14.461 |              -0.735
 STRA   |         769 | 1996-08-23 | 2013-10-30 |            15.035 |              -0.713
 CB     |         491 | 1985-01-08 | 2011-11-04 |            14.205 |              -0.695
 JWN    |        1128 | 1986-08-12 | 2013-05-16 |            14.986 |              -0.661
 ITW    |         420 | 1987-12-09 | 2013-05-21 |            12.629 |              -0.625
 EIX    |         306 | 1984-11-07 | 2009-12-02 |            14.279 |              -0.613
 HRS    |         849 | 1984-08-03 | 2013-08-14 |            14.432 |              -0.612
 RE     |         343 | 1995-12-19 | 2011-11-15 |            14.169 |              -0.601
 ALGT   |         286 | 2007-01-22 | 2013-10-01 |            16.412 |              -0.596
 LLTC   |         992 | 1990-05-01 | 2013-07-23 |            15.511 |              -0.593
 XRAY   |         395 | 1991-07-23 | 2011-11-14 |            14.198 |              -0.590
 TLT    |          33 | 2008-11-28 | 2012-06-01 |            14.029 |              -0.572
 MLM    |         491 | 1994-06-17 | 2013-05-30 |            13.430 |              -0.570
 PCAR   |         797 | 1986-10-27 | 2013-07-23 |            14.028 |              -0.566
 GDXJ   |         151 | 2010-03-01 | 2014-01-02 |            13.487 |              -0.541
 C      |         929 | 1984-08-17 | 2013-07-23 |            16.612 |              -0.527
 SCSC   |         995 | 1994-04-18 | 2013-11-21 |            15.687 |              -0.494
 PX     |         331 | 1992-08-05 | 2011-12-23 |            14.187 |              -0.450
 CNI    |         424 | 1997-01-15 | 2011-11-14 |            13.085 |              -0.448
 QQQ    |         206 | 1999-06-23 | 2011-10-31 |            13.796 |              -0.423
 BP     |         350 | 1985-02-04 | 2013-11-06 |            13.220 |              -0.420
 NSC    |         590 | 1984-08-07 | 2013-11-14 |            13.657 |              -0.391
 WAG    |         623 | 1985-10-23 | 2013-10-04 |            13.044 |              -0.380
 NUE    |        1033 | 1984-06-26 | 2013-11-08 |            14.161 |              -0.370
 MAT    |         923 | 1984-03-09 | 2013-11-05 |            14.428 |              -0.357
 VMI    |         778 | 1990-05-07 | 2013-02-14 |            14.677 |              -0.345
 COP    |         542 | 1984-08-28 | 2013-07-23 |            13.001 |              -0.344
 EW     |         316 | 2000-07-24 | 2013-10-25 |            13.861 |              -0.343
 ABX    |        1151 | 1985-03-22 | 2014-01-02 |            15.064 |              -0.343
 IOC    |         667 | 2004-10-06 | 2013-12-05 |            20.103 |              -0.334
 TDC    |         222 | 2007-12-17 | 2013-08-14 |            14.682 |              -0.332
 BBT    |         463 | 1990-12-31 | 2012-07-03 |            14.599 |              -0.331
 TKR    |         951 | 1986-03-06 | 2013-07-23 |            14.602 |              -0.329
 UDOW   |         211 | 2010-03-12 | 2013-11-29 |            13.458 |              -0.329
 TM     |         360 | 1993-08-04 | 2013-07-23 |            13.450 |              -0.327
 ESI    |        1119 | 1995-01-19 | 2013-11-19 |            16.683 |              -0.303
 SMG    |         440 | 1992-11-02 | 2013-08-23 |            14.423 |              -0.299
 SRCL   |         558 | 1996-12-23 | 2012-02-06 |            15.790 |              -0.297
 VIAB   |         148 | 2006-10-04 | 2013-08-09 |            14.035 |              -0.281
 MMM    |         276 | 1984-08-10 | 2011-10-31 |            12.782 |              -0.275
 BAC    |         787 | 1986-12-22 | 2013-12-06 |            15.744 |              -0.259
 AGU    |         762 | 1995-06-19 | 2013-02-06 |            14.393 |              -0.249
 DE     |         798 | 1984-08-03 | 2013-05-14 |            13.441 |              -0.243
 BHP    |         767 | 1987-09-15 | 2013-11-06 |            13.759 |              -0.241
 ACE    |         497 | 1993-05-05 | 2011-11-14 |            14.803 |              -0.241
 FUL    |         746 | 1990-06-13 | 2013-11-05 |            14.438 |              -0.240
 CMI    |        1030 | 1985-01-17 | 2013-08-01 |            15.052 |              -0.224
 VMW    |         343 | 2007-09-13 | 2014-01-02 |            16.181 |              -0.219
 KMT    |         796 | 1987-12-21 | 2013-08-13 |            14.315 |              -0.206
 DD     |         431 | 1984-08-20 | 2013-08-02 |            13.367 |              -0.198
 CLB    |        1033 | 1995-12-05 | 2013-10-29 |            15.468 |              -0.190
 LEA    |         121 | 2009-12-08 | 2013-11-05 |            12.582 |              -0.181
 TWC    |         138 | 2007-12-24 | 2013-12-19 |            13.899 |              -0.173
 SLB    |         736 | 1984-03-14 | 2013-08-02 |            13.287 |              -0.173
 UPS    |          78 | 2000-03-24 | 2013-11-06 |            13.664 |              -0.147
 BCO    |         485 | 1996-02-01 | 2013-11-14 |            14.142 |              -0.141
 PBR    |         631 | 2000-09-12 | 2013-11-15 |            15.044 |              -0.140
 CMG    |         393 | 2006-03-14 | 2013-11-14 |            15.823 |              -0.132
 ARG    |        1018 | 1987-02-25 | 2012-04-03 |            14.927 |              -0.127
 UVV    |         533 | 1988-12-13 | 2013-05-20 |            14.045 |              -0.110
 XLE    |         171 | 1999-03-17 | 2013-01-29 |            12.048 |              -0.097
 UNFI   |         712 | 1996-12-30 | 2013-12-24 |            16.011 |              -0.082
 WTW    |         336 | 2001-12-26 | 2013-05-29 |            15.078 |              -0.074
 STT    |         790 | 1986-10-30 | 2013-06-10 |            14.576 |              -0.064
 SJM    |         195 | 2000-09-27 | 2012-09-10 |            13.497 |              -0.034
 KSS    |         766 | 1992-06-30 | 2013-11-12 |            14.009 |              -0.033
 ACOR   |         391 | 2006-07-11 | 2013-11-29 |            21.217 |              -0.020
 TIF    |        1192 | 1988-01-28 | 2013-12-24 |            14.799 |              -0.017
 APD    |         524 | 1984-03-22 | 2013-08-06 |            13.647 |              -0.007
 LNN    |         971 | 1990-07-16 | 2013-09-25 |            15.837 |               0.022
 MRVL   |         784 | 2000-08-04 | 2013-12-03 |            18.095 |               0.022
 TWX    |        1015 | 1992-06-01 | 2013-07-23 |            19.192 |               0.028
 BA     |         702 | 1984-06-12 | 2013-11-19 |            12.944 |               0.029
 PEP    |         335 | 1985-02-08 | 2009-06-02 |            12.838 |               0.033
 FAST   |         985 | 1990-05-08 | 2013-10-02 |            14.777 |               0.040
 NSR    |         159 | 2005-09-26 | 2013-08-01 |            13.274 |               0.060
